937;NAS;38
938;NAS;38
939;NAS;15
940;Carrier;48
941;LateAircraft;9
942;Carrier;33
943;Weather;10
944;LateAircraft;36
945;NAS;5
946;LateAircraft;41
947;Carrier;3
948;LateAircraft;20
949;NAS;244
950;NAS;118
951;NAS;56
952;NAS;15
953;NAS;31
954;NAS;37
955;LateAircraft;18
956;NAS;4
957;LateAircraft;68
958;NAS;31
959;LateAircraft;6
960;NAS;93
961;Carrier;30
962;NAS;16
963;NAS;18
964;NAS;39
965;Carrier;10
966;NAS;2
967;LateAircraft;24
968;Carrier;13
969;NAS;13
970;NAS;20
971;Carrier;1
972;NAS;5
973;LateAircraft;11
974;Carrier;106
975;NAS;1
976;Carrier;20
977;LateAircraft;20
978;NAS;20
979;NAS;15
980;LateAircraft;22
981;Carrier;16
982;Carrier;74
984;NAS;23
985;Carrier;17
986;NAS;1
987;LateAircraft;29
988;Carrier;4
989;LateAircraft;43
990;Carrier;6
991;NAS;2
992;LateAircraft;14
993;Carrier;6
994;NAS;9
995;LateAircraft;49
996;NAS;66
997;LateAircraft;24
998;NAS;50
999;NAS;40
1000;NAS;53
1001;NAS;47
1002;LateAircraft;29
1003;Carrier;19
1004;Weather;3
1005;LateAircraft;17
1006;LateAircraft;21
1007;NAS;58
1008;NAS;24
1009;LateAircraft;19
1010;Carrier;15
1011;Carrier;54
1012;NAS;19
1013;Carrier;160
1014;LateAircraft;11
1015;NAS;17
1016;NAS;38
1017;NAS;20
1018;Carrier;85
1019;Carrier;111
1020;LateAircraft;3
1021;Carrier;10
1022;NAS;6
1023;LateAircraft;5
1024;Carrier;25
1025;Carrier;39
1026;Carrier;50
1027;NAS;7
1028;Carrier;4
1029;LateAircraft;29
1030;Carrier;8
1031;NAS;15
1032;NAS;19
1033;Carrier;25
1034;Weather;25
1035;LateAircraft;18
1036;NAS;21
1037;NAS;16
1038;Carrier;22
1039;NAS;28
1041;NAS;16
1042;Carrier;4
1043;LateAircraft;35
1044;NAS;6
1045;LateAircraft;51
1046;NAS;19
1047;LateAircraft;15
1048;Carrier;116
1049;NAS;6
1050;LateAircraft;26
1051;NAS;13
1052;LateAircraft;10
1053;NAS;20
1054;Carrier;4
1055;LateAircraft;21
1056;Carrier;41
1057;NAS;11
1058;LateAircraft;107
1059;Carrier;37
1060;Carrier;17
1061;NAS;21
1062;NAS;24
1063;NAS;15
1064;NAS;86
1065;NAS;63
1066;NAS;25
1067;Carrier;83
1068;Carrier;20
1069;NAS;8
1070;NAS;68
1071;Carrier;46
1072;LateAircraft;4
1073;Carrier;70
1074;Carrier;1
1075;NAS;3
1076;LateAircraft;64
1077;Carrier;5
1078;LateAircraft;19
1079;NAS;22
1080;LateAircraft;32
1081;NAS;52
1082;LateAircraft;9
1083;NAS;24
1084;LateAircraft;27
1085;NAS;52
1086;NAS;66
1087;Carrier;13
1088;NAS;12
1089;LateAircraft;33
1090;LateAircraft;26
1091;Carrier;35
1092;Weather;6
1093;LateAircraft;72
1094;Carrier;14
1095;NAS;15
1096;NAS;46
1097;NAS;18
1098;NAS;28
1099;Carrier;75
1100;LateAircraft;24
1101;Carrier;26
1102;NAS;59
1103;LateAircraft;35
1104;NAS;61
1105;Carrier;54
1106;Carrier;6
1107;NAS;9
1108;LateAircraft;6
1109;Carrier;1
1110;NAS;8
1111;LateAircraft;9
1112;NAS;21
1113;NAS;24
1114;NAS;69
1115;NAS;32
1116;NAS;24
1117;LateAircraft;2
1118;NAS;7
1119;LateAircraft;17
1120;NAS;13
1121;LateAircraft;29
1122;LateAircraft;18
1123;Weather;4
1124;NAS;18
1125;LateAircraft;19
1126;Carrier;8
1127;NAS;30
1128;LateAircraft;7
1129;Carrier;8
1130;NAS;14
1131;NAS;6
1132;LateAircraft;9
1133;Carrier;41
1134;NAS;12
1135;Carrier;58
1136;NAS;20
1137;NAS;34
1138;Weather;8
1139;LateAircraft;83
1140;NAS;3
1141;LateAircraft;87
1142;NAS;15
1143;NAS;65
1144;NAS;38
1145;NAS;35
1146;Carrier;11
1147;LateAircraft;41
1148;NAS;93
1149;NAS;81
1150;Carrier;12
1151;LateAircraft;22
1152;Carrier;2
1153;LateAircraft;17
1154;Carrier;35
1155;NAS;1
1156;Carrier;102
1157;LateAircraft;12
1158;NAS;46
1159;LateAircraft;22
1160;NAS;31
1161;LateAircraft;30
1162;NAS;115
1163;LateAircraft;7
1164;NAS;77
1165;Carrier;29
1166;Carrier;22
1167;LateAircraft;92
1168;Carrier;2
1169;NAS;14
1170;LateAircraft;35
1171;NAS;21
1172;Carrier;12
1173;LateAircraft;79
1174;NAS;68
1175;LateAircraft;28
1176;NAS;75
1177;NAS;6
1178;LateAircraft;213
1179;NAS;26
1180;NAS;27
1181;Carrier;42
1182;Carrier;64
1183;NAS;16
1184;Carrier;89
1185;LateAircraft;2
1186;Carrier;9
1187;NAS;11
1188;LateAircraft;13
1189;NAS;29
1190;Carrier;7
1191;LateAircraft;11
1192;Carrier;27
1193;NAS;13
1194;NAS;16
1195;Carrier;5
1196;LateAircraft;42
1197;Carrier;8
1198;NAS;18
1199;LateAircraft;16
1200;Carrier;19
1201;NAS;34
1202;Carrier;39
1203;Weather;7
1204;LateAircraft;64
1205;Carrier;82
1206;LateAircraft;62
1207;Carrier;59
1208;NAS;1
1209;LateAircraft;42
1210;NAS;60
1211;Carrier;11
1212;NAS;4
1213;Carrier;20
1214;NAS;3
1215;NAS;24
1216;NAS;23
1217;Weather;4
1218;NAS;23
1219;LateAircraft;5
1220;Weather;9
1221;LateAircraft;9
1222;NAS;67
1223;NAS;60
1224;LateAircraft;29
1225;NAS;60
1226;LateAircraft;75
1227;NAS;21
1228;Carrier;32
1229;Carrier;6
1230;NAS;9
1231;Carrier;22
1232;LateAircraft;26
1233;NAS;21
1234;NAS;18
1235;NAS;10
1236;LateAircraft;6
1237;NAS;133
1238;NAS;81
1239;Weather;6
1240;NAS;2
1241;LateAircraft;118
1242;LateAircraft;56
1243;Carrier;37
1244;NAS;22
1245;LateAircraft;3
1246;NAS;20
1247;NAS;78
1248;NAS;29
1249;Carrier;126
1250;LateAircraft;14
1251;Carrier;41
1252;Carrier;56
1253;Carrier;101
1254;NAS;6
1255;Carrier;9
1256;LateAircraft;34
1257;NAS;20
1258;NAS;28
1259;NAS;18
1260;NAS;33
1261;NAS;5
1262;LateAircraft;58
1263;NAS;19
1264;Weather;37
1265;LateAircraft;55
1266;LateAircraft;44
1267;NAS;16
1268;LateAircraft;88
1269;NAS;81
1270;NAS;3
1271;LateAircraft;35
1272;Carrier;64
1273;NAS;5
1274;Weather;4
1275;LateAircraft;54
1276;Carrier;24
1277;NAS;4
1278;LateAircraft;12
1279;NAS;19
1280;NAS;22
1281;Carrier;17
1282;Carrier;29
1283;NAS;7
1284;Carrier;19
1285;Carrier;7
1286;NAS;8
1287;Carrier;67
1288;LateAircraft;22
1289;Carrier;14
1290;NAS;2
1291;LateAircraft;46
1292;Carrier;16
1293;NAS;15
1294;LateAircraft;36
1295;NAS;82
1296;Carrier;1
1297;NAS;12
1298;LateAircraft;27
1299;NAS;16
1300;Carrier;48
1301;NAS;4
1302;NAS;20
1303;NAS;20
1304;NAS;38
1305;Carrier;12
1306;NAS;13
1307;LateAircraft;23
1308;NAS;2
1309;LateAircraft;41
1310;Carrier;17
1311;NAS;7
1312;LateAircraft;18
1313;NAS;6
1314;LateAircraft;27
1315;NAS;46
1316;NAS;63
1317;Carrier;37
1318;Carrier;16
1319;NAS;22
1320;NAS;100
1321;NAS;22
1322;NAS;17
1323;LateAircraft;16
1324;NAS;22
1325;NAS;25
1326;Carrier;19
1327;NAS;18
1328;NAS;20
1329;Carrier;70
1330;NAS;20
1331;Carrier;54
1332;NAS;2
1333;LateAircraft;27
1334;NAS;19
1335;LateAircraft;35
1336;NAS;27
1337;LateAircraft;3
1338;NAS;39
1339;NAS;17
1340;NAS;27
1341;LateAircraft;18
1342;Carrier;17
1343;LateAircraft;27
1344;NAS;29
1345;LateAircraft;1
1346;NAS;42
1347;Weather;6
1348;LateAircraft;10
1349;NAS;3
1350;LateAircraft;12
1351;LateAircraft;33
1352;Carrier;34
1353;Carrier;2
1354;LateAircraft;13
1355;NAS;26
1356;NAS;15
1357;Carrier;48
1358;NAS;36
1359;NAS;106
1360;Weather;8
1361;LateAircraft;33
1362;NAS;10
1363;LateAircraft;47
1364;LateAircraft;109
1365;NAS;109
1366;LateAircraft;21
1367;NAS;32
1368;NAS;16
1369;NAS;43
1370;Weather;8
1371;NAS;2
1372;LateAircraft;72
1373;Carrier;23
1374;LateAircraft;57
1375;NAS;87
1376;NAS;89
1377;Carrier;65
1378;LateAircraft;67
1379;Carrier;10
1380;NAS;18
1381;LateAircraft;38
1382;Carrier;23
1383;NAS;8
1384;Carrier;5
1385;LateAircraft;34
1386;Carrier;7
1387;LateAircraft;20
1388;Carrier;5
1389;LateAircraft;50
1390;Carrier;4
1391;LateAircraft;38
1392;Carrier;4
1393;NAS;6
1394;LateAircraft;56
1395;LateAircraft;82
1396;Carrier;8
1397;LateAircraft;69
1398;NAS;3
1399;LateAircraft;39
1400;LateAircraft;42
1401;NAS;15
1402;NAS;75
1403;LateAircraft;11
1404;NAS;45
1405;LateAircraft;10
1406;NAS;28
1407;LateAircraft;99
1408;NAS;20
1409;LateAircraft;50
1410;NAS;15
1411;Carrier;14
1412;LateAircraft;5
1413;NAS;17
1414;NAS;20
1415;NAS;30
1416;NAS;47
1417;Carrier;150
1418;NAS;6
1419;NAS;20
1420;LateAircraft;18
1421;Carrier;23
1422;NAS;2
1423;LateAircraft;24
1424;NAS;17
1425;NAS;15
1426;NAS;37
1427;NAS;103
1428;NAS;96
1429;Carrier;1
1430;LateAircraft;43
1431;Weather;8
1432;NAS;10
1433;LateAircraft;147
1434;Carrier;86
1435;NAS;8
1436;NAS;15
1437;Carrier;51
1438;NAS;28
1439;NAS;33
1440;Carrier;49
1441;NAS;69
1442;LateAircraft;2
1443;NAS;25
1444;Carrier;22
1445;NAS;19
1446;Carrier;23
1447;NAS;6
1448;Carrier;10
1449;NAS;11
1451;NAS;54
1452;Weather;7
1453;LateAircraft;33
1454;NAS;31
1455;LateAircraft;16
1456;Carrier;7
1457;NAS;13
1458;Carrier;31
1459;NAS;32
1460;Carrier;3
1461;LateAircraft;67
1462;NAS;15
1463;NAS;18
1464;Carrier;20
1465;Carrier;10
1466;NAS;5
1467;NAS;33
1468;Carrier;10
1469;NAS;12
1470;Carrier;13
1471;NAS;14
1472;Carrier;24
1473;NAS;1
1474;NAS;21
1475;Carrier;8
1476;NAS;10
1477;Carrier;140
1478;NAS;30
1479;Carrier;12
1480;NAS;16
1481;Weather;18
1482;LateAircraft;26
1483;NAS;20
1484;NAS;75
1485;LateAircraft;22
1486;NAS;17
1487;Carrier;78
1488;LateAircraft;3
1489;Carrier;27
1490;Carrier;94
1491;Carrier;9
1492;NAS;14
1493;LateAircraft;54
1494;NAS;22
1495;Carrier;7
1496;LateAircraft;17
1497;LateAircraft;58
1498;Carrier;19
1499;Carrier;9
1500;NAS;12
1501;LateAircraft;13
1502;Carrier;102
1503;NAS;16
1504;LateAircraft;18
1505;Weather;9
1506;NAS;9
1507;LateAircraft;9
1508;NAS;16
1509;Carrier;27
1510;NAS;15
1511;NAS;59
1512;NAS;3
1513;LateAircraft;128
1514;Weather;5
1515;LateAircraft;44
1517;NAS;24
1518;Carrier;43
1519;Weather;9
1520;Carrier;7
1521;Weather;10
1522;LateAircraft;2
1523;NAS;44
1524;NAS;35
1525;Carrier;49
1526;LateAircraft;36
1527;NAS;15
1528;NAS;40
1529;NAS;61
1530;NAS;18
1531;LateAircraft;110
1532;NAS;3
1533;LateAircraft;40
1534;NAS;74
1535;Carrier;17
1536;NAS;20
