1;25/10/2008;2;935
2;25/10/2008;24;810
3;25/10/2008;181;1745
4;25/10/2008;258;730
5;25/10/2008;358;1600
6;25/10/2008;360;1510
7;25/10/2008;412;1305
8;25/10/2008;592;1625
9;25/10/2008;732;1310
10;25/10/2008;736;1400
11;25/10/2008;738;1450
12;25/10/2008;742;1555
13;25/10/2008;1086;1555
14;25/10/2008;1104;1535
15;25/10/2008;1314;1315
16;26/10/2008;1404;700
17;25/10/2008;1530;1450
18;25/10/2008;2022;1505
19;25/10/2008;2022;1505
20;27/10/2008;2459;1640
21;27/10/2008;2;935
22;26/10/2008;5;1250
23;27/10/2008;5;1250
24;26/10/2008;7;1155
25;27/10/2008;10;2130
26;26/10/2008;15;1050
27;26/10/2008;15;1050
28;25/10/2008;16;1130
29;25/10/2008;16;1130
30;25/10/2008;16;1130
31;25/10/2008;20;1520
32;25/10/2008;21;1910
33;25/10/2008;21;1910
34;26/10/2008;25;735
35;26/10/2008;30;2340
36;27/10/2008;31;810
37;25/10/2008;32;1325
38;25/10/2008;34;815
39;25/10/2008;40;1100
40;25/10/2008;47;1915
41;25/10/2008;47;1915
42;25/10/2008;59;705
43;26/10/2008;59;705
44;26/10/2008;59;705
45;27/10/2008;59;705
46;27/10/2008;76;915
47;25/10/2008;86;1300
48;26/10/2008;86;1300
49;27/10/2008;86;1300
50;25/10/2008;114;850
51;25/10/2008;118;700
52;25/10/2008;119;1830
53;25/10/2008;119;1830
54;26/10/2008;119;1830
55;25/10/2008;127;1550
56;25/10/2008;127;1550
57;25/10/2008;127;1550
58;26/10/2008;127;1559
59;25/10/2008;133;1600
60;25/10/2008;133;1600
61;25/10/2008;133;1600
62;27/10/2008;145;1650
63;27/10/2008;145;1650
64;27/10/2008;150;2320
65;27/10/2008;154;1745
66;27/10/2008;154;1745
67;27/10/2008;154;1745
68;25/10/2008;160;755
69;25/10/2008;177;1725
70;25/10/2008;178;1340
71;25/10/2008;180;1640
72;25/10/2008;185;2045
73;25/10/2008;185;2045
74;27/10/2008;194;1400
75;27/10/2008;194;1400
76;27/10/2008;194;1400
77;25/10/2008;197;1830
78;26/10/2008;197;1830
79;26/10/2008;197;1830
80;26/10/2008;201;625
81;26/10/2008;203;1435
82;26/10/2008;203;1435
83;27/10/2008;222;725
84;25/10/2008;244;845
85;25/10/2008;246;2145
86;25/10/2008;246;2145
87;25/10/2008;247;1450
88;27/10/2008;247;1450
89;26/10/2008;252;1350
90;25/10/2008;257;1630
91;26/10/2008;257;1630
92;26/10/2008;257;1630
93;25/10/2008;263;1425
94;26/10/2008;263;1425
95;27/10/2008;264;1300
96;25/10/2008;268;740
97;25/10/2008;269;1650
98;25/10/2008;269;1650
99;25/10/2008;269;1650
100;27/10/2008;272;2320
101;27/10/2008;280;900
102;26/10/2008;282;1540
103;26/10/2008;282;1540
104;27/10/2008;282;1540
105;27/10/2008;282;1035
106;27/10/2008;283;1520
107;25/10/2008;283;1115
108;25/10/2008;295;1500
109;26/10/2008;295;1500
110;27/10/2008;295;1500
111;26/10/2008;297;1840
112;26/10/2008;297;1840
113;26/10/2008;298;2250
114;27/10/2008;300;715
115;25/10/2008;303;930
116;26/10/2008;303;930
117;27/10/2008;303;930
118;26/10/2008;305;955
119;26/10/2008;309;1040
120;26/10/2008;309;1040
121;25/10/2008;311;1100
122;27/10/2008;311;1100
123;27/10/2008;311;1645
124;25/10/2008;312;1310
125;25/10/2008;319;1005
126;25/10/2008;319;1240
127;27/10/2008;323;600
128;25/10/2008;324;1710
129;27/10/2008;325;1855
130;27/10/2008;333;1550
131;27/10/2008;333;1550
132;26/10/2008;335;1430
133;27/10/2008;335;1430
134;25/10/2008;336;1325
135;25/10/2008;336;1325
136;26/10/2008;336;1325
137;27/10/2008;336;1325
138;26/10/2008;336;2030
139;27/10/2008;336;2030
140;26/10/2008;337;1520
141;27/10/2008;337;1520
142;27/10/2008;337;1520
143;26/10/2008;337;1800
144;26/10/2008;337;1800
145;27/10/2008;337;1800
146;27/10/2008;337;1800
147;26/10/2008;341;1605
148;27/10/2008;341;1605
149;27/10/2008;342;1305
150;25/10/2008;343;715
151;27/10/2008;343;715
152;25/10/2008;345;1700
153;26/10/2008;345;1700
154;27/10/2008;345;1700
155;26/10/2008;346;1930
156;26/10/2008;346;1930
157;27/10/2008;346;1930
158;27/10/2008;346;1930
159;26/10/2008;346;1240
160;26/10/2008;346;1240
161;27/10/2008;346;1240
162;27/10/2008;346;1240
163;26/10/2008;347;1800
164;27/10/2008;347;1800
165;26/10/2008;347;2040
166;26/10/2008;347;2040
167;27/10/2008;347;2040
168;27/10/2008;347;2040
169;26/10/2008;348;1320
170;27/10/2008;348;1320
171;27/10/2008;349;1920
172;27/10/2008;349;1920
173;26/10/2008;350;1320
174;26/10/2008;350;1320
175;27/10/2008;350;1320
176;25/10/2008;350;1805
177;25/10/2008;350;1805
178;26/10/2008;350;1805
179;26/10/2008;350;1805
180;27/10/2008;350;1805
181;27/10/2008;350;1805
182;25/10/2008;352;1515
183;26/10/2008;352;1515
184;26/10/2008;352;1515
185;27/10/2008;352;1515
186;26/10/2008;352;1730
